,Duration (in seconds),Gender,Age,Location,Education,Triplet,Complexity,Condition,P(A1),P(A2),P(A3),P(¬A1),P(¬A2),P(¬A3),P(A2|A1),P(A2|¬A1),P(¬A2|A1),P(¬A2|¬A1),P(A1 ∩ A2),P(A1 ∩ ¬A2),P(¬A1 ∩ A2),P(¬A1 ∩ ¬A2),P(A1 ∪ A2),P(A1 ∪ ¬A2),P(¬A1 ∪ A2),P(¬A1 ∪ ¬A2),P(A3|A2),P(A3|¬A2),P(¬A3|A2),P(¬A3|¬A2),P(A2 ∩ A3),P(A2 ∩ ¬A3),P(¬A2 ∩ A3),P(¬A2 ∩ ¬A3),P(A2 ∪ A3),P(A2 ∪ ¬A3),P(¬A2 ∪ A3),P(¬A2 ∪ ¬A3),P(A1|A3),P(A1|¬A3),P(¬A1|A3),P(¬A1|¬A3),P(A3 ∩ A1),P(A3 ∩ ¬A1),P(¬A3 ∩ A1),P(¬A3 ∩ ¬A1),P(A3 ∪ A1),P(A3 ∪ ¬A1),P(¬A3 ∪ A1),P(¬A3 ∪ ¬A1),P(A1|A2),P(¬A1|A2),P(A1|¬A2),P(¬A1|¬A2),P(A2 ∩ A1),P(¬A2 ∩ A1),P(A2 ∩ ¬A1),P(¬A2 ∩ ¬A1),P(A2 ∪ A1),P(¬A2 ∪ A1),P(A2 ∪ ¬A1),P(¬A2 ∪ ¬A1),P(A2|A3),P(¬A2|A3),P(A2|¬A3),P(¬A2|¬A3),P(A3 ∩ A2),P(¬A3 ∩ A2),P(A3 ∩ ¬A2),P(¬A3 ∩ ¬A2),P(A3 ∪ A2),P(¬A3 ∪ A2),P(A3 ∪ ¬A2),P(¬A3 ∪ ¬A2),P(A3|A1),P(¬A3|A1),P(A3|¬A1),P(¬A3|¬A1),P(A1 ∩ A3),P(¬A1 ∩ A3),P(A1 ∩ ¬A3),P(¬A1 ∩ ¬A3),P(A1 ∪ A3),P(¬A1 ∪ A3),P(A1 ∪ ¬A3),P(¬A1 ∪ ¬A3),CRT Score,Pay,A1,A2,A3
978,434,Female,45-54,Georgia,Senior (4 years of college),2,Low,T2 LC,65,80,9,15,8,91,90,93,9,13,90,10,75,5,90,65,90,65,10,5,90,100,2,100,0,7,99,100,2,100,95,65,25,50,3,1,95,50,70,100,99,99,80,60,70,60,90,3,50,2,100,80,100,50,98,1,90,10,1,99,0,10,97,100,3,99,1,99,1,99,1,0,100,10,90,10,100,99,2,About right,Georgia,Montana,Nevada
979,903,Female,25-34,Michigan,High School,2,Low,T2 LC,30,80,40,61,31,71,81,80,20,20,30,9,90,10,91,9,90,90,19,21,81,81,40,91,10,10,90,92,10,91,40,31,83,81,9,40,40,66,41,92,50,82,28,84,27,81,20,20,91,9,94,18,81,92,83,11,91,10,20,94,14,10,93,92,10,92,10,91,31,65,9,50,40,65,45,43,43,90,1,Fairly generous,Georgia,Montana,Nevada
980,554,Male,25-34,California,Junior (3 years of college),2,Low,T2 LC,82,96,89,88,82,79,93,91,96,84,96,90,85,84,92,81,87,94,95,94,88,82,93,78,91,82,89,90,98,87,80,89,88,80,85,95,84,100,90,95,81,96,84,90,90,86,95,91,94,90,92,96,93,96,99,93,94,96,93,96,96,90,94,93,96,96,97,93,93,97,93,96,97,93,97,93,92,97,1,Fairly generous,Georgia,Montana,Nevada
981,469,Male,25-34,Minnesota,Masters,2,Low,T2 LC,84,72,84,78,83,78,71,77,73,69,75,75,74,74,79,80,77,79,75,73,79,81,76,78,77,74,79,74,83,82,75,73,66,72,75,74,67,73,87,78,63,77,80,70,71,84,64,72,76,80,75,64,84,83,74,80,76,75,68,66,65,70,81,73,85,86,59,56,89,71,77,75,65,74,63,66,71,62,0,Fairly generous,Georgia,Montana,Nevada
982,944,Male,45-54,Wisconsin,Masters,2,Low,T2 LC,99,99,99,100,99,99,98,97,98,100,98,98,99,98,100,95,100,100,100,100,100,100,92,99,100,100,100,96,93,96,100,100,100,100,100,97,100,96,98,99,100,100,100,96,100,99,99,97,97,97,100,98,98,100,99,100,100,99,99,97,98,99,99,98,100,100,100,100,97,100,98,98,98,98,97,100,100,100,0,Fairly generous,Georgia,Montana,Nevada
983,542,Female,55-64,Utah,Masters,2,Low,T2 LC,72,79,60,69,70,70,60,68,74,68,65,67,70,70,67,70,71,67,70,70,66,64,58,67,63,69,61,69,64,62,56,59,56,57,57,55,58,57,60,64,62,59,73,76,70,71,79,76,80,81,80,77,74,75,78,79,74,78,79,74,75,76,70,62,81,72,71,66,70,70,80,76,75,72,88,71,78,78,0,About right,Georgia,Montana,Nevada
984,546,Male,25-34,Colorado,Masters,2,Low,T2 LC,46,43,42,65,59,54,52,44,54,58,26,32,38,40,50,62,45,62,37,36,47,55,34,47,43,45,50,44,50,63,53,47,45,59,35,52,40,44,50,50,45,66,50,47,48,55,32,45,43,41,46,54,46,70,47,47,43,55,33,35,43,47,50,54,59,70,45,54,47,56,32,39,43,42,50,54,60,71,3,About right,Georgia,Montana,Nevada
985,596,Male,25-34,California,Junior (3 years of college),2,Low,T2 LC,79,86,84,83,89,82,71,87,81,90,73,72,60,77,76,83,79,79,74,81,69,73,71,62,71,79,81,73,78,80,63,59,41,46,69,78,71,71,66,75,38,77,38,78,69,73,79,72,80,63,84,82,58,74,65,41,24,71,37,62,76,73,59,88,67,83,79,68,78,76,45,42,72,41,41,41,40,47,0,Fairly generous,Georgia,Montana,Nevada
986,1674,Male,25-34,Florida,Junior (3 years of college),2,Low,T2 LC,100,88,95,85,82,81,98,100,83,89,94,95,87,83,99,88,92,78,92,97,87,80,100,89,94,90,97,91,89,84,100,89,91,90,97,91,89,78,98,84,83,84,97,93,95,81,100,90,90,82,97,78,80,88,94,83,93,76,96,83,91,91,97,86,80,78,97,92,85,87,96,86,95,93,94,85,92,89,2,About right,Georgia,Montana,Nevada
987,1129,Male,35-44,California,Senior (4 years of college),2,Low,T2 LC,84,89,89,74,66,76,77,73,72,70,77,74,79,77,80,81,77,77,81,75,74,73,82,76,79,72,79,79,81,81,77,77,76,75,69,79,78,79,73,82,71,77,68,68,67,64,77,79,78,71,78,69,68,80,77,73,68,73,80,76,83,85,70,75,77,83,80,81,76,80,82,80,86,83,76,83,81,88,0,About right,Georgia,Montana,Nevada
988,1653,Female,55-64,Ohio,Masters,2,Low,T2 LC,74,73,70,69,71,66,69,74,66,78,81,73,77,81,87,84,71,89,65,76,75,69,94,74,73,58,96,69,73,73,81,79,83,85,77,64,72,73,71,59,61,60,63,70,64,78,80,75,62,64,76,65,66,84,78,71,85,75,65,64,76,63,69,70,70,75,76,63,68,76,76,71,66,69,59,69,78,65,0,Fairly generous,Georgia,Montana,Nevada
989,1371,Female,45-54,Georgia,Masters,2,Low,T2 LC,70,100,45,30,0,65,100,100,0,0,85,0,35,17,100,70,100,100,40,0,65,100,65,80,0,0,100,100,35,65,70,70,30,30,50,35,68,47,70,100,68,65,70,30,65,65,85,0,30,0,100,70,100,30,100,0,100,0,40,80,0,0,100,100,35,65,35,65,35,65,50,40,65,45,70,40,68,65,3,About right,Georgia,Montana,Nevada
990,1496,Male,35-44,North Carolina,Senior (4 years of college),2,Low,T2 LC,51,94,40,48,9,66,93,90,8,11,40,5,41,5,90,63,91,54,45,14,55,91,38,48,5,6,96,98,50,61,60,52,41,50,25,27,32,25,88,64,85,94,50,50,51,69,37,6,46,4,95,56,94,56,95,5,87,6,43,44,4,4,95,96,53,55,48,52,42,61,23,22,27,23,77,33,80,78,2,Inadequate,Georgia,Montana,Nevada
991,1530,Male,35-44,Alabama,Senior (4 years of college),2,Low,T2 LC,68,72,70,73,72,70,69,69,69,68,72,68,71,72,70,69,73,68,53,71,74,73,70,71,65,64,71,70,68,72,70,76,75,74,65,59,73,69,76,72,66,70,66,76,65,45,55,61,60,37,73,74,62,69,74,64,64,75,38,37,68,67,61,68,65,62,70,64,65,60,69,66,37,66,65,66,68,69,2,About right,Georgia,Montana,Nevada
992,363,Female,16-24,Colorado,Senior (4 years of college),2,Low,T2 LC,67,78,65,55,59,60,61,59,60,61,61,61,64,63,74,62,66,67,65,64,63,68,71,66,73,68,56,76,72,72,64,58,64,84,69,88,70,87,63,67,65,60,60,57,62,68,59,61,58,88,61,71,74,67,61,65,65,61,57,61,62,65,63,56,59,60,63,61,66,60,63,57,65,58,73,62,67,69,0,Fairly generous,Georgia,Montana,Nevada
993,1078,Male,25-34,Washington,Senior (4 years of college),2,Low,T2 LC,63,79,82,88,72,66,43,44,43,68,77,77,55,70,83,63,91,74,92,41,46,93,66,63,63,76,65,40,49,59,63,36,40,84,65,46,46,82,69,49,43,64,64,41,46,52,76,40,36,81,68,31,41,90,71,46,36,83,74,35,41,74,87,43,37,60,88,59,39,96,71,56,45,95,63,44,46,63,2,About right,Georgia,Montana,Nevada
994,1232,Female,35-44,Missouri,Senior (4 years of college),2,Low,T2 LC,60,72,82,62,53,64,91,23,0,7,29,60,82,81,53,41,81,71,71,71,82,61,61,82,83,60,81,59,59,59,70,71,45,62,61,62,71,63,58,61,67,71,71,81,61,72,66,71,71,73,42,91,72,81,89,72,81,82,81,82,73,91,88,91,82,82,80,83,80,80,90,87,67,90,77,81,81,81,0,About right,Georgia,Montana,Nevada
995,1523,Male,45-54,California,Senior (4 years of college),2,Low,T2 LC,80,94,93,74,68,83,76,83,78,77,63,71,64,72,69,75,71,67,71,68,61,64,67,71,71,72,71,70,69,72,70,68,74,67,71,73,69,66,52,63,64,44,70,61,62,65,74,82,72,77,68,70,73,75,75,65,67,73,68,75,78,65,78,77,77,77,67,71,78,73,67,73,77,78,74,69,71,72,0,Fairly generous,Georgia,Montana,Nevada
996,1024,Male,35-44,New York,Senior (4 years of college),2,Low,T2 LC,65,81,70,56,64,57,76,56,43,73,62,27,24,43,73,34,61,31,65,64,38,54,76,35,45,40,79,39,44,38,67,61,44,54,73,45,43,28,73,44,42,44,71,34,57,52,77,40,41,28,76,37,35,44,71,31,65,55,78,42,40,28,78,39,38,29,80,42,60,56,74,39,38,23,84,40,38,24,2,About right,Georgia,Montana,Nevada
997,1344,Female,25-34,New Jersey,Senior (4 years of college),2,Low,T2 LC,76,67,50,36,31,50,85,56,14,46,65,45,51,39,94,46,59,40,50,38,50,75,59,72,21,48,78,84,24,83,87,84,15,47,63,21,75,47,83,50,79,75,85,23,50,55,57,56,45,31,86,53,58,40,87,10,69,48,74,86,15,33,76,80,15,49,50,50,26,64,63,45,58,42,85,26,52,47,2,Inadequate,Georgia,Montana,Nevada
998,1549,Male,25-34,Utah,Senior (4 years of college),2,Low,T2 LC,100,69,100,8,73,34,35,31,100,30,55,73,14,0,74,74,2,32,100,100,13,8,70,1,57,37,79,21,82,56,100,93,0,3,98,53,41,0,100,94,44,0,100,7,85,0,57,75,31,0,93,76,7,48,68,34,34,21,53,20,83,14,82,39,81,24,95,20,82,5,97,47,58,0,100,44,26,0,0,Fairly generous,Georgia,Montana,Nevada
999,1562,Female,45-54,California,High School,2,Low,T2 LC,92,76,47,58,38,80,71,63,49,46,70,45,63,43,65,44,57,50,59,60,49,45,62,48,54,49,56,48,47,43,53,55,44,48,60,46,59,47,48,45,57,48,52,45,54,47,54,52,43,45,45,53,48,48,49,47,52,49,55,53,52,44,52,54,46,48,52,49,58,47,53,53,49,46,54,52,48,47,2,Fairly generous,Georgia,Montana,Nevada
1000,1323,Male,25-34,Maryland,Senior (4 years of college),2,Low,T2 LC,82,82,71,70,70,71,84,75,79,80,94,81,88,77,80,82,80,76,83,82,79,78,78,76,78,80,87,79,85,76,89,86,78,84,84,82,80,80,82,84,79,82,82,75,83,82,80,81,85,82,78,76,80,80,81,91,92,79,89,90,80,73,84,72,65,92,81,80,84,69,74,88,95,75,80,95,71,90,0,About right,Georgia,Montana,Nevada
1001,1628,Male,25-34,Missouri,Senior (4 years of college),2,Low,T2 LC,67,65,66,70,76,70,64,75,67,66,79,67,75,100,60,64,65,67,67,67,61,65,89,83,71,79,86,30,78,61,88,17,66,66,22,44,37,29,29,35,46,47,86,81,79,34,78,72,67,61,69,75,36,70,92,72,84,66,76,93,71,83,79,34,74,61,71,70,74,87,75,77,79,79,80,72,78,88,1,About right,Georgia,Montana,Nevada
1002,686,Female,25-34,Washington,Senior (4 years of college),2,Low,T2 LC,53,43,64,63,61,62,70,43,58,71,58,66,55,63,61,37,68,62,59,60,46,45,61,59,62,46,63,58,61,58,67,66,70,62,63,68,68,49,46,65,69,68,76,43,76,82,34,67,73,35,73,37,77,43,73,66,68,66,75,70,78,72,73,43,73,80,76,38,64,68,65,68,71,73,72,74,72,38,0,About right,Georgia,Montana,Nevada
1003,1511,Male,35-44,Washington,Senior (4 years of college),2,Low,T2 LC,81,92,81,60,81,60,61,61,81,71,61,71,63,79,52,54,71,82,55,66,54,53,71,70,60,65,55,39,40,30,60,60,40,40,59,40,60,40,61,41,40,61,81,70,71,82,60,71,81,81,73,72,54,67,52,53,52,52,60,54,54,60,55,55,54,52,54,56,55,55,36,55,66,55,60,72,61,55,3,Fairly generous,Georgia,Montana,Nevada
1004,1507,Female,25-34,Massachusetts,Senior (4 years of college),2,Low,T2 LC,59,65,66,47,52,41,73,54,44,69,66,53,41,38,82,53,36,36,63,43,53,56,57,64,38,41,87,56,42,41,77,53,62,63,68,57,42,34,43,55,61,56,74,62,57,43,56,42,64,56,57,42,60,62,76,60,57,43,79,52,57,37,61,59,36,69,74,54,58,28,80,68,57,46,55,38,42,74,0,About right,Georgia,Montana,Nevada
1005,513,Male,35-44,North Carolina,Senior (4 years of college),2,Low,T2 LC,60,40,81,100,90,70,80,70,0,3,90,50,51,50,79,50,50,92,78,86,10,2,100,50,50,19,73,50,50,14,70,88,13,6,72,50,51,8,80,50,50,21,75,38,78,0,74,50,50,10,72,50,50,33,70,31,71,27,85,50,50,41,78,50,50,28,72,8,75,33,80,50,50,13,82,50,100,23,3,Fairly generous,Georgia,Montana,Nevada
1006,1758,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,69,93,71,20,91,9,93,42,34,61,90,11,11,14,96,30,28,17,92,20,21,60,82,14,17,10,90,50,15,21,96,89,22,50,80,21,2,12,81,50,17,8,91,5,9,12,92,7,17,3,90,15,13,14,88,17,60,1,96,1,13,0,97,11,10,4,90,12,48,7,98,63,32,0,95,16,27,9,0,About right,Georgia,Montana,Nevada
1007,1194,Female,45-54,California,High School,2,Low,T2 LC,72,72,72,80,75,77,66,68,63,64,70,63,71,63,68,62,68,71,63,63,62,61,71,78,66,74,61,81,69,72,63,66,63,58,62,61,58,62,62,63,60,60,63,69,67,66,70,70,71,70,73,68,69,63,67,61,69,68,65,64,61,65,69,60,64,72,67,68,62,64,61,61,67,64,64,64,72,63,0,Fairly generous,Georgia,Montana,Nevada
1008,804,Female,55-64,Florida,Senior (4 years of college),2,Low,T2 LC,66,63,63,50,44,39,53,50,45,24,70,30,29,19,76,36,26,20,68,64,31,25,75,46,37,30,76,46,40,29,76,37,43,35,77,40,35,29,80,45,42,48,79,43,43,36,74,42,43,42,76,39,42,33,73,46,45,33,77,39,36,31,75,43,34,38,76,40,45,33,82,44,43,35,77,41,40,31,0,About right,Georgia,Montana,Nevada
1009,1496,Female,25-34,New York,Senior (4 years of college),2,Low,T2 LC,100,90,100,0,8,10,100,50,4,10,100,19,5,2,100,12,5,6,100,66,8,4,100,13,48,5,100,5,54,7,100,100,1,2,100,4,10,3,100,8,7,4,100,4,90,5,100,9,9,5,100,10,6,4,94,10,70,6,96,10,13,3,96,11,10,7,91,5,80,6,100,10,6,4,100,4,11,2,0,About right,Georgia,Montana,Nevada
1010,615,Male,25-34,Idaho,High School,2,Low,T2 LC,29,29,34,91,71,39,29,19,81,71,14,30,29,81,26,29,65,71,33,74,60,35,26,86,71,64,27,66,76,97,86,71,79,35,29,92,66,82,61,75,39,81,24,83,30,83,71,28,91,92,73,81,65,83,30,79,68,78,71,70,29,83,39,62,72,75,29,73,65,82,35,83,51,91,34,32,76,88,3,About right,Georgia,Montana,Nevada
1011,1640,Male,35-44,Maryland,Senior (4 years of college),2,Low,T2 LC,79,86,76,86,78,79,81,84,69,80,74,83,69,64,71,58,69,78,64,81,76,79,71,69,65,78,76,68,72,65,67,67,72,71,71,71,72,66,71,73,66,67,70,73,72,72,72,71,67,68,74,72,70,71,67,92,79,87,84,78,78,82,88,91,85,84,64,72,72,83,69,73,79,82,70,76,68,88,1,About right,Georgia,Montana,Nevada
1012,919,Female,55-64,Ohio,Masters,2,Low,T2 LC,71,65,44,42,42,66,66,35,55,74,57,67,46,37,73,78,64,56,63,43,70,80,34,77,33,67,81,81,38,64,86,75,40,43,60,27,74,36,72,100,75,58,70,46,58,62,69,47,46,36,83,71,64,61,82,33,62,55,48,78,39,38,84,83,54,61,62,48,41,68,54,36,58,40,73,51,73,53,2,Fairly generous,Georgia,Montana,Nevada
1013,1822,Male,55-64,Wisconsin,High School,2,Low,T2 LC,66,93,16,77,42,97,94,87,27,43,50,29,84,32,69,38,63,50,36,0,88,99,43,89,17,41,42,78,20,50,93,63,12,77,15,25,73,78,54,78,82,87,50,73,5,92,36,15,81,32,71,12,91,44,100,7,93,50,47,97,40,39,50,84,24,50,73,81,13,100,39,50,73,76,30,57,66,88,0,About right,Georgia,Montana,Nevada
1014,1184,Female,25-34,Georgia,Junior (3 years of college),2,Low,T2 LC,39,41,46,63,74,74,59,53,64,71,56,58,64,61,68,58,47,80,60,59,62,66,63,62,65,65,61,45,46,79,73,49,68,75,54,78,61,69,56,74,43,89,65,91,45,70,62,58,57,77,64,63,60,79,57,90,59,55,59,70,74,61,58,62,72,71,39,79,47,68,45,57,62,66,59,66,64,68,0,About right,Georgia,Montana,Nevada
1015,1207,Male,25-34,Texas,Senior (4 years of college),2,Low,T2 LC,50,50,50,50,70,70,50,50,80,70,30,50,50,80,20,50,50,100,30,50,50,80,50,50,50,70,50,50,50,100,20,50,80,80,10,50,50,75,50,50,50,100,30,50,50,80,30,50,50,75,50,50,50,100,40,50,50,80,20,50,50,75,40,50,50,80,40,50,50,80,30,50,50,80,30,50,50,75,0,About right,Georgia,Montana,Nevada
1016,1051,Female,55-64,District of Columbia,Senior (4 years of college),2,Low,T2 LC,48,54,45,52,47,56,54,45,48,54,53,48,52,48,54,50,54,54,53,50,45,50,52,48,52,47,53,51,52,51,51,51,48,52,53,53,47,46,55,52,52,52,51,47,52,53,54,48,52,47,55,52,53,50,54,49,51,50,53,48,49,48,53,52,52,50,53,48,52,49,53,54,47,48,57,53,52,52,0,About right,Georgia,Montana,Nevada
1017,1829,Female,45-54,Tennessee,Senior (4 years of college),2,Low,T2 LC,60,83,35,40,24,63,83,83,23,23,58,35,67,40,83,44,65,68,38,29,68,63,35,67,33,28,83,68,27,68,83,67,36,26,35,26,67,40,82,33,68,68,46,68,46,67,47,26,67,26,68,33,67,44,83,26,82,36,37,68,27,34,82,82,24,63,37,66,34,67,34,44,66,44,67,37,47,67,3,About right,Georgia,Montana,Nevada
1018,1202,Male,25-34,Ohio,Sophomore (2 years of college),2,Low,T2 LC,75,63,19,53,28,88,60,56,42,55,60,22,35,39,76,47,45,54,44,40,53,94,39,62,19,22,70,63,29,68,70,61,35,53,57,37,71,33,61,56,66,67,54,27,54,69,60,39,54,16,56,31,60,46,67,15,58,39,60,69,24,33,69,70,45,70,42,55,36,85,33,30,72,35,59,29,69,67,2,Inadequate,Georgia,Montana,Nevada
1019,462,Male,35-44,Colorado,Senior (4 years of college),2,Low,T2 LC,45,46,48,83,77,79,44,45,82,84,45,78,53,88,49,88,46,74,51,52,92,87,48,85,52,92,47,80,46,74,42,44,80,86,43,77,49,67,44,69,47,88,45,70,53,87,54,55,85,92,45,63,82,90,52,73,44,79,52,40,68,79,48,53,83,76,49,78,45,62,48,47,75,86,47,48,75,70,0,Fairly generous,Georgia,Montana,Nevada
1020,519,Female,55-64,California,Senior (4 years of college),2,Low,T2 LC,47,46,46,85,90,88,46,46,88,85,46,90,46,93,49,84,48,86,47,48,90,88,47,89,47,88,47,87,47,86,46,47,86,89,48,87,45,81,46,85,48,89,47,83,47,85,48,48,82,86,48,47,85,83,47,76,46,86,47,41,84,80,47,48,84,76,46,84,47,94,46,48,84,82,46,44,85,87,3,About right,Georgia,Montana,Nevada
1021,490,Female,35-44,Texas,Senior (4 years of college),2,Low,T2 LC,86,86,88,74,71,75,94,83,75,79,81,77,76,78,80,84,77,84,86,77,80,80,79,80,86,75,86,89,80,77,85,80,90,77,83,81,89,88,81,75,84,84,83,79,73,73,78,77,80,77,80,75,77,75,83,87,76,78,82,83,86,79,78,74,75,80,84,79,85,76,79,76,78,77,78,81,82,76,1,About right,Georgia,Montana,Nevada
1022,1782,Male,25-34,Illinois,Senior (4 years of college),2,Low,T2 LC,90,40,30,10,60,40,65,20,45,90,60,50,10,30,95,86,30,75,78,45,30,60,28,65,40,59,60,42,32,73,94,81,14,35,62,6,44,36,97,100,77,39,94,7,92,22,60,98,7,20,98,96,33,81,83,23,29,60,33,50,50,41,62,83,62,42,46,43,9,91,66,16,72,16,93,21,94,67,1,About right,Georgia,Montana,Nevada
1023,681,Female,75-84,Missouri,Sophomore (2 years of college),2,Low,T2 LC,71,60,66,82,85,55,64,64,57,59,70,67,73,54,78,67,60,58,72,59,53,60,61,61,66,59,62,55,72,58,78,72,63,61,62,60,59,65,73,59,57,56,70,60,62,60,72,55,60,56,73,57,69,55,65,61,76,59,69,60,56,59,63,61,58,57,67,58,58,59,68,59,60,58,69,58,61,69,3,Fairly generous,Georgia,Montana,Nevada
1024,2075,Female,25-34,Maryland,Senior (4 years of college),2,Low,T2 LC,77,83,25,63,37,85,85,50,27,59,67,21,55,55,60,18,63,60,32,14,71,83,59,75,14,18,68,70,18,60,81,77,29,68,10,3,74,71,65,50,82,86,68,55,0,100,69,0,65,24,71,5,65,81,100,0,80,57,39,83,0,29,78,72,7,76,63,77,16,100,29,11,79,71,63,23,70,65,3,About right,Georgia,Montana,Nevada
1025,640,Female,16-24,Colorado,Senior (4 years of college),2,Low,T2 LC,0,6,8,95,92,100,0,19,100,76,44,17,15,100,0,83,26,100,0,29,100,100,0,68,21,100,18,35,26,100,0,17,100,100,0,73,91,83,0,100,25,100,3,100,0,100,10,30,69,100,0,26,68,100,22,90,23,100,0,40,62,100,0,39,64,100,3,97,32,100,20,44,68,76,32,66,38,100,0,About right,Georgia,Montana,Nevada
1026,1272,Male,35-44,New Mexico,Senior (4 years of college),2,Low,T2 LC,91,85,80,59,66,69,67,64,65,65,72,62,65,62,68,61,63,63,63,65,75,67,70,79,72,79,66,79,62,78,64,65,68,75,68,68,75,64,63,71,68,82,65,68,64,69,83,69,74,64,67,59,76,68,56,63,67,63,73,61,65,71,75,65,61,68,62,57,60,66,56,79,76,62,64,68,60,67,0,Fairly generous,Georgia,Montana,Nevada
1027,1013,Male,25-34,Wisconsin,Senior (4 years of college),2,Low,T2 LC,69,58,63,62,67,69,83,71,65,66,65,63,62,62,71,65,61,72,73,67,65,61,64,69,60,69,74,68,79,64,65,68,64,59,72,66,74,70,77,69,74,83,67,69,65,54,81,85,62,60,79,66,70,73,59,62,63,50,59,63,67,59,60,67,78,61,65,65,64,63,59,59,60,67,60,66,63,59,3,Fairly generous,Georgia,Montana,Nevada
1028,821,Male,45-54,California,Senior (4 years of college),2,Low,T2 LC,88,85,91,88,88,87,86,88,86,90,90,96,85,90,85,96,92,100,95,90,93,87,91,89,93,91,90,90,91,95,87,90,90,91,88,91,88,91,92,88,87,89,88,86,93,90,93,92,93,90,90,91,93,94,93,88,86,85,89,91,91,87,90,90,93,81,92,89,89,86,92,87,93,92,88,93,98,90,0,Fairly generous,Georgia,Montana,Nevada
1029,458,Male,35-44,Texas,Senior (4 years of college),2,Low,T2 LC,63,46,55,55,44,54,71,41,56,71,64,44,38,57,39,41,42,44,65,67,33,73,64,38,44,59,44,42,39,40,76,40,41,69,73,44,37,66,67,45,40,74,81,32,59,82,60,27,41,59,72,40,38,64,72,34,39,76,68,38,44,44,72,43,43,47,81,45,48,79,83,46,44,75,43,42,46,46,3,About right,Georgia,Montana,Nevada
1030,1467,Male,25-34,California,Senior (4 years of college),2,Low,T2 LC,86,82,96,88,86,86,84,100,98,95,94,94,97,98,93,96,96,94,87,95,97,97,93,96,94,97,93,91,96,97,89,80,73,89,86,98,80,93,94,80,80,94,89,91,95,94,86,92,99,91,86,97,92,88,89,91,90,93,94,85,86,94,89,88,95,93,98,82,80,95,94,97,94,97,92,96,96,92,0,Fairly generous,Georgia,Montana,Nevada
1031,1462,Male,25-34,Tennessee,Masters,2,Low,T2 LC,85,89,74,90,91,78,83,91,97,70,76,90,82,78,61,81,64,72,69,83,73,66,88,82,92,87,75,72,73,92,91,95,82,82,72,77,69,81,87,100,66,61,60,65,73,57,80,75,73,80,80,76,81,79,86,78,84,84,84,75,85,82,74,69,79,70,69,67,74,89,84,89,76,83,94,94,98,79,0,About right,Georgia,Montana,Nevada
1032,1212,Female,45-54,Illinois,Senior (4 years of college),2,Low,T2 LC,71,60,60,30,39,40,60,75,65,64,30,9,8,19,87,71,80,60,46,46,56,56,25,33,35,32,65,75,70,62,50,50,50,50,25,25,25,25,50,50,50,50,50,50,50,50,24,20,24,13,50,50,60,50,61,40,61,40,26,36,14,24,60,60,40,60,40,60,39,61,20,20,30,29,50,50,60,61,3,Inadequate,Georgia,Montana,Nevada
1033,1556,Male,25-34,Washington,Senior (4 years of college),2,Low,T2 LC,63,83,69,65,75,64,67,69,62,61,70,55,69,63,70,73,66,72,72,69,70,65,60,66,66,69,59,75,78,55,59,65,60,64,68,71,64,67,63,67,65,61,62,63,74,76,58,62,67,66,69,63,67,64,61,64,72,64,63,60,73,68,64,68,64,69,66,64,69,66,60,63,62,63,61,68,64,60,3,About right,Georgia,Montana,Nevada
1034,2134,Male,65-74,California,Senior (4 years of college),2,Low,T2 LC,53,53,52,48,48,46,55,51,48,47,52,47,53,47,53,47,55,48,54,54,48,47,54,46,53,47,52,47,55,45,55,51,48,47,52,47,55,51,55,46,53,44,52,46,53,48,57,54,46,49,57,54,47,48,52,52,54,47,53,51,46,48,56,51,47,47,57,52,52,44,53,55,49,46,54,53,47,47,2,Fairly generous,Georgia,Montana,Nevada
1035,1732,Male,25-34,Arizona,Senior (4 years of college),2,Low,T2 LC,20,20,20,80,80,80,30,10,70,90,20,50,60,80,20,50,50,80,30,10,70,90,20,50,50,80,20,50,50,81,30,10,70,90,20,50,50,80,20,50,50,90,30,70,10,90,20,50,50,80,20,50,50,80,20,70,10,80,20,50,50,80,20,50,50,80,30,70,10,90,20,50,50,80,20,50,50,80,0,Fairly generous,Georgia,Montana,Nevada
1036,1482,Male,45-54,California,Senior (4 years of college),2,Low,T2 LC,60,100,24,40,0,86,100,60,0,30,55,0,43,0,100,100,100,43,23,0,76,100,24,77,0,0,100,100,23,78,76,55,15,44,24,4,81,50,55,100,86,82,55,45,0,100,55,0,45,0,100,55,100,45,100,0,100,0,24,76,0,0,100,100,0,76,25,70,5,98,19,2,80,36,60,45,90,80,2,About right,Georgia,Montana,Nevada
1037,2188,Female,45-54,California,Senior (4 years of college),2,Low,T2 LC,92,81,100,9,20,0,100,92,9,10,96,5,19,0,100,92,91,9,100,100,0,0,100,51,29,0,100,61,40,20,100,61,29,0,100,40,20,10,93,0,51,19,96,20,81,20,91,50,29,15,96,30,50,15,87,19,94,9,97,50,80,2,95,50,30,10,100,0,97,0,81,50,40,0,86,55,10,40,1,Fairly generous,Georgia,Montana,Nevada
